2017  ;4   ;"10";"8441786376";"03.4340.030.02";"5.51.01.0006106 ";3   ;2   ;2  ;"45-64";"3-5 dni";"<5"
2017  ;10  ;"08";"1990080635";"03.4421.140.02";"5.51.01.0013025 ";5   ;1   ;1  ;"0-17";"3-5 dni";"9       "
2017  ;3   ;"07";"5291004702";"03.4060.030.02";"5.51.01.0016006 ";3   ;3   ;1  ;"65 i wiecej";"3-5 dni";"<5"
2017  ;8   ;"14";"9840078782";"03.4000.030.02";"5.51.01.0005094 ";3   ;2   ;1  ;"65 i wiecej";"6 i wiêcej dni";"<5"
2017  ;10  ;"06";"7342608458";"03.4000.030.02";"5.51.01.0006036 ";6   ;1   ;1  ;"65 i wiecej";"3-5 dni";"<5"
2017  ;5   ;"03";"7151590090";"03.4220.030.02";"5.51.01.0001059 ";6   ;2   ;2  ;"18-44";"6 i wiêcej dni";"<5"
2017  ;5   ;"12";"8992919206";"03.4500.030.02";"5.51.01.0017007 ";3   ;2   ;1  ;"65 i wiecej";"3-5 dni";"<5"
2017  ;12  ;"03";"8251711719";"03.4401.030.02";"5.51.01.0014004 ";2   ;1   ;1  ;"0-17";"3-5 dni";"<5"
2017  ;3   ;"04";"5993168108";"03.4272.030.02";"5.51.01.0004028 ";3   ;2   ;2  ;"45-64";"3-5 dni";"<5"
2017  ;10  ;"15";"7781350016";"03.4580.030.02";"5.51.01.0001076 ";2   ;2   ;1  ;"45-64";"6 i wiêcej dni";"<5"
2017  ;12  ;"08";"7551839682";"03.4000.030.02";"5.51.01.0007028 ";6   ;2   ;2  ;"45-64";"6 i wiêcej dni";"<5"
2017  ;7   ;"10";"5422534985";"03.4560.030.02";"5.51.01.0004003 ";6   ;2   ;2  ;"45-64";"6 i wiêcej dni";"<5"
2017  ;3   ;"03";"9211645721";"03.4220.030.02";"5.51.01.0001039 ";3   ;1   ;1  ;"45-64";"3-5 dni";"<5"
2017  ;4   ;"01";"8831788549";"03.4500.030.02";"5.51.01.0009034 ";3   ;2   ;1  ;"45-64";"3-5 dni";"<5"
2017  ;11  ;"14";"7392954895";"03.4070.930.02";"5.51.01.0016004 ";11  ;1   ;1  ;"65 i wiecej";"0 dni";"5       "
2017  ;5   ;"11";"5862286770";"03.4100.130.02";"5.51.01.0005011 ";3   ;1   ;1  ;"45-64";"3-5 dni";"<5"
2017  ;12  ;"12";"6342457154";"03.4640.030.02";"5.51.01.0011085 ";2   ;2   ;1  ;"45-64";"3-5 dni";"<5"
2017  ;12  ;"02";"8883117873";"03.4500.030.02";"5.51.01.0006073 ";6   ;2   ;2  ;"45-64";"1-2 dni";"<5"
2017  ;3   ;"09";"8151763728";"03.4401.030.02";"5.51.01.0014004 ";6   ;2   ;2  ;"0-17";"6 i wiêcej dni";"<5"
2017  ;11  ;"06";"5521274352";"03.4640.998.02";"5.51.01.0011104 ";6   ;2   ;2  ;"65 i wiecej";"3-5 dni";"<5"
2017  ;10  ;"11";"5862111467";"03.4000.030.02";"5.51.01.0007015 ";3   ;2   ;2  ;"18-44";"3-5 dni";"<5"
2017  ;7   ;"12";"6471839389";"03.4500.030.02";"5.51.01.0008072 ";3   ;3   ;1  ;"45-64";"6 i wiêcej dni";"<5"
2017  ;9   ;"01";"8862385315";"03.4500.030.02";"5.51.01.0004051 ";2   ;2   ;1  ;"18-44";"3-5 dni";"<5"
2017  ;9   ;"15";"7631748697";"03.4500.030.02";"5.51.01.0010001 ";6   ;2   ;2  ;"65 i wiecej";"3-5 dni";"<5"
2017  ;9   ;"05";"8271831912";"03.4610.030.02";"5.51.01.0003015 ";2   ;1   ;2  ;"65 i wiecej";"3-5 dni";"<5"
2017  ;6   ;"12";"6342346590";"03.4581.030.02";"5.51.01.0008032 ";6   ;1   ;1  ;"0-17";"0 dni";"<5"
2017  ;2   ;"08";"7491790304";"03.4500.030.02";"5.51.01.0006073 ";6   ;2   ;2  ;"65 i wiecej";"6 i wiêcej dni";"<5"
